Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
09 March 2020, 1.1456, 117.12, 1.9558, 25.504, 7.4695, 0.87383, 336.25, 4.3132, 4.8175, 10.7203, 1.0594, 145.00, 10.8900, 7.5500, 85.1553, 7.0002, 1.7330, 5.4418, 1.5613, 7.9600, 8.9041, 16488.05, 4.0275, 84.9600, 1374.71, 24.3268, 4.8304, 1.8021, 58.013, 1.5841, 36.081, 18.2898, 
